"","log2_FC_1","-log10_pvalue_1","log2_FC_2","-log10_pvalue_2"
"Dusp28",2.18353574798838,39.6770533487682,NA,NA
"Dusp8",2.36966042326785,128.732908335819,-2.36966042326785,128.732908335819
"Dut",2.9755923505903,83.2858026269734,NA,NA
"Dym",2.33534311663147,61.8322330459419,NA,NA
"Dync1h1",2.05494480825148,267.279840038801,-2.05494480825148,267.279840038801
"Dync1i1",4.29939260888404,291.306356328557,NA,NA
"Dync1li1",2.15992833818403,100.753448372971,-2.15992833818403,100.753448372971
"Dync2h1",2.00480789835897,92.5863094119353,-2.00480789835897,92.5863094119353
"Dync2li1",2.06997332255241,57.7148383465152,NA,NA
"Dynll2",2.93255959802344,152.513815966561,-2.93255959802344,152.513815966561
"Dyrk1a",2.18307784646923,90.0330820973602,NA,NA
"Dyrk3",4.65943904820154,40.5583761134572,NA,NA
"Dzank1",4.11605678719738,141.392547713749,NA,NA
"Dzip1",2.64440849509057,64.8685761671413,NA,NA
"Dzip3",2.54973944991086,168.326092039485,-2.54973944991086,168.326092039485
"E130003G02Rik",3.52427946491991,51.8023581979687,NA,NA
"E130012A19Rik",3.94774558626933,39.8932554179414,NA,NA
"E130309D14Rik",4.39971262900683,70.2094129911027,NA,NA
"E130309F12Rik",5.11100889181525,45.555911311668,NA,NA
"E130311K13Rik",3.39559239028236,61.7682068464691,NA,NA
"E330033B04Rik",2.10688269276714,26.2771891893466,NA,NA
"Ebag9",2.21181169928161,49.4960501035006,NA,NA
"Ecd",2.01625633929787,72.5213134263595,NA,NA
"Echdc2",2.20163556994796,24.2102508639311,NA,NA
"Ecsit",2.40358856367579,108.307928308158,NA,NA
"Edc3",2.22953619935878,45.3040212222023,NA,NA
"Edc4",2.26408501087108,95.6275151878832,NA,NA
"Eea1",2.01613256124958,97.2158237351544,-2.01613256124958,97.2158237351544
"Eef1a2",4.91162207228338,184.857193028165,NA,NA
"Eepd1",3.01613256124958,50.8552134135369,NA,NA
"Efhd2",2.32976294419221,63.0822197937439,-2.32976294419221,63.0822197937439
"Efna5",2.45027888347613,33.5584985532221,NA,NA
"Efnb2",2.58187576625935,59.3870731732697,NA,NA
"Efr3a",2.92769000175573,167.369290702346,-2.92769000175573,167.369290702346
"Eftud2",2.04470171344636,120.71505892691,-2.04470171344636,120.71505892691
"Egfem1",4.71410402379993,56.091583374628,NA,NA
"Egr4",4.55329055157898,63.6257355962742,NA,NA
"Ehbp1",2.34796976011013,43.1013960558954,NA,NA
"Ehd3",2.89891461013812,152.283068072948,-2.89891461013812,152.283068072948
"Ehmt1",2.19975425854651,96.3358619205291,-2.19975425854651,96.3358619205291
"Ehmt2",2.00052113565545,88.5566372387986,-2.00052113565545,88.5566372387986
"Eid1",3.07997921654187,247.48477297438,-3.07997921654187,247.48477297438
"Eid2",3.68200916939192,161.31542560439,NA,NA
"Eid2b",3.05138758017544,62.1120546460542,NA,NA
"Eif1a",2.505201272115,140.330598173493,-2.505201272115,140.330598173493
"Eif1ad",2.06584937012768,85.9902990751401,-2.06584937012768,85.9902990751401
"Eif2b5",2.20480436474203,88.0104127041432,NA,NA
"Eif4a2",2.72230315624561,Inf,-2.72230315624561,Inf
"Eif4e3",2.06511941240876,45.4858661919612,NA,NA
"Eif4enif1",2.33985489378248,77.0839806190523,NA,NA
"Eif4g3",2.19542772974282,287.128517641148,-2.19542772974282,287.128517641148
"Eif5a2",2.22119180956568,50.358015795711,NA,NA
"Elavl2",3.49553399494362,75.641537650575,NA,NA
"Elavl4",4.04573144613517,164.565388029709,NA,NA
"Elfn2",2.12193703848943,47.0254313133746,NA,NA
"Elk1",2.66817575703301,45.3863062439758,NA,NA
"Elmod1",4.56475853427498,230.050056785684,NA,NA
"Elovl4",2.86446548621548,145.057911916105,-2.86446548621548,145.057911916105
"Elp3",2.37359559892035,113.880766123832,-2.37359559892035,113.880766123832
"Emb",2.12944553636425,20.6351835742087,NA,NA
"Emc4",2.63813736600112,201.20126855097,-2.63813736600112,201.20126855097
"Emc9",3.32013874813968,116.926723112521,NA,NA
"Emd",2.04677787869441,46.8795521345027,NA,NA
"Eme2",3.69636905047554,65.6313463857439,NA,NA
"Eml4",2.25305566127277,74.7187442350388,NA,NA
"Eml5",2.65389575758519,127.131940843051,-2.65389575758519,127.131940843051
"Eml6",2.57760020627728,81.6768751911922,NA,NA
"Emx1",4.43486454408617,47.2256587671687,NA,NA
"Enc1",4.49042213861399,216.862645234511,-4.49042213861399,216.862645234511
"Endog",2.33163438697751,55.2752934899208,NA,NA
"Eno2",4.76244913065096,Inf,-4.76244913065096,Inf
"Enox1",2.98534957895296,79.1651283060943,NA,NA
"Enpp2",-2.63682631622308,49.7662770103778,2.63682631622308,49.7662770103778
"Enpp5",2.35839585510825,174.430783006594,-2.35839585510825,174.430783006594
"Ensa",3.96697979215897,Inf,-3.96697979215897,Inf
"Entpd4_loc1",3.1889123333667,106.032986575958,NA,NA
"Entpd4_loc2",3.25311717820272,109.175000283759,NA,NA
"Entpd6",4.27635195147632,136.719847194782,NA,NA
"Epb4.1l1",2.92814051719052,185.385895541742,-2.92814051719051,185.385895541742
"Epc2",2.26279218528359,108.660562273585,-2.26279218528359,108.660562273585
"Epdr1",2.61247581777366,107.439676614234,NA,NA
"Epha10",3.06202732722023,43.525788120501,NA,NA
"Epha3",3.51694992312142,47.2861828427871,NA,NA
"Epha4",3.90056128901524,239.832583338888,-3.90056128901524,239.832583338888
"Epha5",4.47783812002971,267.850928296716,NA,NA
"Epha6",5.55530636054053,117.949567565658,NA,NA
"Epha7",5.70518317409929,178.09528608311,NA,NA
"Ephb1",-2.02203418315334,50.024893390055,2.02203418315334,50.024893390055
"Ephb2",3.22663130400478,62.5714885578542,NA,NA
"Ephb3",2.85832384612333,67.9326400028629,NA,NA
"Ephb6",3.85402706426657,134.786585539738,NA,NA
"Ephx4",5.09551498252955,178.722648638055,NA,NA
"Epm2aip1",2.15913506540401,134.257163402795,-2.15913506540401,134.257163402795
"Epn1",2.83348676206087,151.562410595001,-2.83348676206087,151.562410595001
"Erc1",2.01816961254108,64.5558555742075,NA,NA
"Erc2",3.13718028680324,210.244966863969,-3.13718028680324,210.244966863969
"Ercc6",2.11174447284424,46.1325353153305,NA,NA
"Erdr1",2.10256060054942,93.3210443865384,-2.10256060054942,93.3210443865384
"Ergic1",2.77324675861815,106.068795253668,NA,NA
"Eri3",2.63757902903448,107.061053647758,NA,NA
"Erlin1",2.32139520247268,34.7671728147639,NA,NA
"Ermn",-3.37383507980006,81.1477945609125,3.37383507980006,81.1477945609125
"Ero1lb",2.82252856333776,44.9158099175543,NA,NA
"Esrra",2.5023276375678,61.3356003847843,NA,NA
"Etl4",3.33575049544975,70.0613401632588,NA,NA
"Etnk1",2.2026310795447,181.102330118444,-2.2026310795447,181.102330118444
"Etv5",2.20984590657947,63.1578475559231,NA,NA
"Evc2",3.27294039271849,52.6249978197031,NA,NA
"Evi5",2.13550762033487,99.5996228465759,-2.13550762033487,99.5996228465759
"Evl",3.04681276136765,138.537173259522,NA,NA
"Exd2",2.07370085283659,115.354928893131,-2.07370085283659,115.354928893131
"Exoc6",2.05242383364122,60.3283803867352,NA,NA
"Ext1",2.13427076013259,88.8069749084869,-2.13427076013259,88.8069749084869
"Extl1",4.14737709452784,121.041261573193,NA,NA
"Extl2",2.1743274884089,116.990351005776,-2.1743274884089,116.990351005776
"F8a",2.87742629041799,64.3588746839377,NA,NA
"Faah",2.8153197049844,158.643065865106,-2.8153197049844,158.643065865106
"Fabp3",5.12419230710704,268.230294057958,NA,NA
"Fads3",3.224719183061,78.0987454881673,NA,NA
"Faf1",2.28069282131434,66.7343659491629,NA,NA
"Fah",-2.02971668511803,49.994301600373,2.02971668511803,49.994301600373
"Faim2",3.0450131608261,179.370712956406,-3.0450131608261,179.370712956406
"Fam102b",2.28678015119325,49.7376571156042,NA,NA
"Fam103a1",2.99193627710752,239.82602197537,-2.99193627710752,239.82602197537
"Fam105a",2.16841440941309,49.55787566069,NA,NA
"Fam110b",4.09502810642137,93.7138971746204,NA,NA
"Fam115a",2.92901975678803,199.403530794906,-2.92901975678803,199.403530794906
"Fam120b",2.1265199570729,118.21338101132,-2.1265199570729,118.21338101132
"Fam120c",2.2440934757014,117.401393185857,-2.2440934757014,117.401393185857
"Fam124a",3.04944888079881,38.1938941117872,NA,NA
"Fam126b",3.28135656945705,226.589504382039,-3.28135656945705,226.589504382039
"Fam131a",5.5674586831195,266.620285280773,NA,NA
"Fam132a",3.42375258896594,65.434678175897,NA,NA
"Fam134a",2.51868158966298,213.24794303187,-2.51868158966298,213.24794303187
"Fam135b",4.60206624682121,72.3142633139742,NA,NA
"Fam136a",2.77988966314979,105.894410437063,NA,NA
"Fam13a",2.04193203068164,33.5766078047233,NA,NA
"Fam149b",2.24120730584957,46.8723036404113,NA,NA
"Fam154b",2.12282037214161,40.4267608228311,NA,NA
"Fam155a",3.97309517810803,189.62133586536,NA,NA
"Fam160a2",2.78283046413273,120.294710743072,NA,NA
"Fam160b2",2.0749562997569,47.4628570889969,NA,NA
"Fam163b",4.62807487729221,61.0602884625264,NA,NA
"Fam168b",2.39311114978051,168.422615416711,-2.39311114978051,168.422615416711
"Fam169a",4.77576187554012,140.649525052334,NA,NA
"Fam171a2",3.11812011698752,73.6493821745165,NA,NA
"Fam171b",2.61830866216428,222.468854680834,-2.61830866216428,222.468854680834
"Fam174b",4.35946859517424,102.5305966254,NA,NA
"Fam175b",2.0736978487834,86.1950163886886,NA,NA
"Fam178a",2.12008934787806,99.4346735165627,-2.12008934787806,99.4346735165627
"Fam179b",2.54001239118451,127.576494691259,NA,NA
"Fam185a",3.34740170283583,45.6212622518054,NA,NA
"Fam189a1",4.84195808680591,96.364063877648,NA,NA
"Fam189b",2.80813951897375,81.8635422723593,NA,NA
"Fam19a1",5.78876321974539,160.551440896057,NA,NA
"Fam19a2",3.99387606298843,42.7568756391823,NA,NA
"Fam19a5",2.84953302045959,145.296293791536,NA,NA
"Fam207a",2.05899921086144,30.7986536203746,NA,NA
"Fam20b",2.67760795583153,94.60826196832,NA,NA
"Fam20c",2.86266880650644,57.2114918401018,NA,NA
"Fam210b",2.85015474432393,57.150852671721,NA,NA
"Fam212b",3.32136117688698,139.275417495797,NA,NA
"Fam216a",3.02060710510403,95.5965586161096,NA,NA
"Fam217b",2.81406392420355,51.5164561938668,NA,NA
"Fam220a",2.6195249011236,117.443172072356,NA,NA
"Fam227a",2.24286652977126,26.8242562473929,NA,NA
"Fam26e",3.30563917844457,38.8232877025806,NA,NA
"Fam43b",5.04229614173124,70.98980827864,NA,NA
"Fam49a",4.60039489450206,296.490073280356,NA,NA
"Fam49b",2.35507406108246,163.006404074716,-2.35507406108246,163.006404074716
"Fam57b",3.67188608693863,142.931794793181,NA,NA
"Fam65a",3.03137105638022,152.560965366065,NA,NA
"Fam65b",3.73348445402403,156.418915216093,NA,NA
"Fam69b",4.43379076068756,168.863761143517,NA,NA
"Fam73a",2.35755044614597,114.631134634557,-2.35755044614597,114.631134634557
"Fam73b",2.49957902429158,99.425299909988,NA,NA
"Fam78b",4.02862350543278,68.5086432417881,NA,NA
"Fam81a",3.56115016037226,179.118946638564,NA,NA
"Fam84a",3.95456473789769,108.162854556977,NA,NA
"Fam92a",2.31423733674298,162.937852295415,-2.31423733674298,162.937852295415
"Fam98b",2.30026378188514,153.731506086082,-2.30026378188514,153.731506086082
"Fam98c",2.19984451442197,31.8668218328833,NA,NA
"Farsb",2.1118390771271,123.882466775599,-2.1118390771271,123.882466775599
"Fastk",2.38800220137205,124.180686903629,-2.38800220137205,124.180686903629
"Fat3",3.25204952125093,102.801029878706,NA,NA
"Fat4",2.10170829295566,27.7168139385273,NA,NA
"Faxc",3.87149569966442,121.845789862641,NA,NA
"Fbf1",2.15316592203597,39.7160533119731,NA,NA
"Fbll1",5.43213153676587,120.468651566055,NA,NA
"Fbn1",2.90214573140113,34.5308954629192,NA,NA
"Fbxl15",3.88847328678428,95.6562356395021,NA,NA
"Fbxl16",4.43101081387659,273.616831761658,-4.43101081387659,273.616831761658
"Fbxl17",2.28010408633743,104.371695809289,-2.28010408633743,104.371695809289
"Fbxl2",3.2819765006702,129.240875653016,NA,NA
"Fbxl4",2.33163438697751,44.1197028726658,NA,NA
"Fbxl6",2.10924196564107,40.4876803013529,NA,NA
"Fbxo10",2.424743791369,33.7950007842048,NA,NA
"Fbxo11",2.34649234570463,123.613770513349,-2.34649234570463,123.613770513349
"Fbxo21",2.38625397154084,146.848961023287,-2.38625397154084,146.848961023287
"Fbxo22",2.10924196564107,74.0401715934137,NA,NA
"Fbxo25",2.53088685203086,176.40278503348,-2.53088685203086,176.40278503348
"Fbxo31",2.65736769818185,96.8123689979925,NA,NA
"Fbxo33",2.31948956570255,92.0739040615916,NA,NA
"Fbxo34",3.86232141720781,191.243826378196,NA,NA
"Fbxo41",4.14388810844796,168.225275056584,NA,NA
"Fbxo45",2.20877763919198,82.1939020606552,NA,NA
"Fbxo9",2.72414531723975,141.135520159228,-2.72414531723975,141.135520159228
"Fbxw2",2.18500947325903,53.7596796483542,NA,NA
"Fbxw5",2.3705072786218,95.4106557588457,NA,NA
"Fbxw7",3.72499267536831,319.349470797833,-3.72499267536831,319.349470797833
"Fbxw9",2.00315470725137,50.2545457026536,NA,NA
"Fdx1l",2.56141728168155,122.146224479639,NA,NA
"Fem1b",2.05328555966705,108.517021589597,-2.05328555966705,108.517021589597
"Fezf2",4.91835734556311,63.313001188471,NA,NA
"Fgd1",2.10924196564107,31.2528509390438,NA,NA
"Fgf12",3.76194412134933,172.22364752317,NA,NA
"Fgf13",4.89641900576104,114.517306866675,NA,NA
"Fgf14",4.93813004924831,70.2972255434792,NA,NA
"Fgf9",3.81819318363768,55.4790994338865,NA,NA
"Fgfr1op2",2.29842510642957,157.541295446009,-2.29842510642957,157.541295446009
"Fhl2",4.28981421128289,162.020764244843,NA,NA
"Fhod3",2.92481739450364,37.1104885178765,NA,NA
"Fibcd1",6.19887917812574,119.152732845888,NA,NA
"Fig4",2.00939772722086,43.0914491908622,NA,NA
"Fkbp1b",5.77565427998196,129.828022608386,NA,NA
"Fkbp3",2.89456407055658,273.712848814832,-2.89456407055658,273.712848814832
"Fkbp5",3.19430551307234,48.6782442981778,NA,NA
"Fkbp8",2.70896584443132,216.899619440386,-2.70896584443132,216.899619440386
"Fkrp",2.45461130427217,67.3922384452237,NA,NA
"Flot1",3.79752406935592,169.381466608645,NA,NA
"Flot2",2.50873861402413,49.2830019875076,NA,NA
"Flrt1",2.28701557793021,69.7722815651284,NA,NA
"Flrt2",3.43719772011837,159.114046961615,NA,NA
"Flrt3",3.25731935587232,86.3374211323185,NA,NA
"Flywch2",3.71642720472205,86.9326782544251,NA,NA
"Fmn2",2.34078382407132,98.8543258581591,NA,NA
"Fmnl1",3.63496526298755,57.734903177882,NA,NA
"Fn3k",2.17479395772932,102.476654703045,-2.17479395772932,102.476654703045
"Fnbp1l",2.38606203020734,85.5511605813245,-2.38606203020734,85.5511605813245
"Fndc4",3.0126366579089,110.214125263895,NA,NA
"Fndc5",3.5755599698636,153.249412155179,NA,NA
"Focad",2.47685411872717,115.743867737048,NA,NA
"Foxg1",3.94687945463471,234.422911050791,NA,NA
"Foxj3",2.75193889859095,118.559459705515,NA,NA
"Foxk2",2.12665901871847,92.4108431812864,-2.12665901871847,92.4108431812864
"Foxo6",3.08770880409142,45.9145755527484,NA,NA
"Foxp1",2.71046667574221,175.961033405921,-2.71046667574221,175.961033405921
"Fras1",3.41077827169725,59.6635802163014,NA,NA
"Frmpd4",4.76459379425362,112.633194923517,NA,NA
"Frrs1l",3.23818376959678,248.583304457844,-3.23818376959678,248.583304457844
"Fry",2.50117767257135,158.493989930686,-2.50117767257135,158.493989930686
"Frzb",3.48736000137608,28.4731295105116,NA,NA
"Fsd1",2.25187964086244,87.8229921285781,NA,NA
"Fsd1l",2.25901892279382,90.8421640971444,NA,NA
"Fstl4",2.11182512665507,30.4539086566331,NA,NA
"Fstl5",4.62861612473464,46.9232298551394,NA,NA
"Fto",2.14900806486011,107.723007022747,-2.14900806486011,107.723007022747
"Ftx",3.52807104408228,98.5062902001289,NA,NA
"Fuk",2.05677454574693,23.2092811286326,NA,NA
"Fut9",2.74400191951009,91.4162314563272,-2.74400191951009,91.4162314563272
"Fxyd2",4.07682048794869,49.437520420025,NA,NA
"Fxyd6",3.31109136353195,70.1020745519818,NA,NA
"Fxyd7",4.92170377813176,88.8590936041495,NA,NA
"Fyttd1",2.52599267618986,215.820565524792,-2.52599267618986,215.820565524792
"Fzd3",2.25978136554881,121.321281586578,-2.25978136554881,121.321281586578
"Fzr1",2.29172828366975,85.7113134661638,NA,NA
"G3bp2",2.41940136969433,278.37477980888,-2.41940136969433,278.37477980888
"Gaa",3.73289505555561,252.304980531363,-3.73289505555561,252.304980531363
"Gabarapl1",3.05791704831378,Inf,-3.05791704831378,Inf
"Gabbr1",2.81703675982427,267.032865468967,-2.81703675982427,267.032865468967
"Gabbr2",2.76081606857663,108.80151156569,NA,NA
"Gabra1",4.69876024497337,223.295084648281,-4.69876024497337,223.295084648281
"Gabra2",4.14668674180063,181.085958971041,NA,NA
"Gabra3",3.82126120267704,84.4833559161644,NA,NA
"Gabra4",4.04262292531244,227.904612090068,NA,NA
"Gabra5",6.10247437416359,177.389466397552,NA,NA
"Gabrb1",3.45380625697146,162.04815401208,NA,NA
"Gabrb2",4.67340260064729,255.454699347802,-4.67340260064729,255.454699347802
"Gabrb3",5.54003790310834,271.408547303205,NA,NA
"Gabrd",3.82535808971632,71.4232203054133,NA,NA
"Gabrg2",3.96477242814582,Inf,-3.96477242814582,Inf
"Gad1",5.25078939513267,43.793668244213,NA,NA
"Gad2",5.40992690542053,39.2605902339801,NA,NA
"Gadd45gip1",2.61431166578238,54.3193840459951,NA,NA
"Gak",2.09270659791477,83.2451004918756,-2.09270659791477,83.2451004918756
"Gal3st3",4.81819318363768,69.2805566072014,NA,NA
"Galk2",3.39816295464011,84.9204737286789,NA,NA
"Galnt11",2.05353253305478,75.7666698895145,NA,NA
"Galnt13",2.91277517674626,66.6964730974906,NA,NA
"Galnt14",4.57625675569743,37.7321222372076,NA,NA
"Galnt16",3.44408515100298,149.880459855969,NA,NA
"Galnt18",3.15123605430569,92.6100856473405,NA,NA
"Galnt9",6.50113525346428,161.794378643192,NA,NA
"Galntl6",5.93367040105761,94.0550333654275,NA,NA
"Gamt",-2.54947769651931,54.5870908937115,2.54947769651931,54.5870908937115
"Gap43",5.54340080692771,273.725735809571,NA,NA
"Gapdh",2.9834049738508,90.6299421293227,-2.9834049738508,90.6299421293227
"Garem",2.7838416788469,59.5384730339722,NA,NA
"Garnl3",2.76764389061357,36.5724018026213,NA,NA
"Gars",2.71195427665668,177.701815862244,-2.71195427665668,177.701815862244
"Gas7",2.23212215492082,142.660537421539,-2.23212215492082,142.660537421539
"Gatm",-3.15261632632368,113.25474713945,3.15261632632368,113.25474713945
"Gatsl2",2.55692669881976,86.3891131118356,NA,NA
"Gba2",2.92675519874513,107.024143566873,NA,NA
"Gcc2",2.4949286411875,244.178304356594,-2.4949286411875,244.178304356594
"Gcnt2",2.47602429631269,66.6111630419751,NA,NA
"Gda",4.7791521522799,248.545228808757,NA,NA
"Gdap1",4.7410568123501,261.076212716288,NA,NA
"Gdap1l1",4.57668116287973,156.372868265813,NA,NA
"Gdap2",2.08745051118215,75.1390719504935,NA,NA
"Gdi1",2.77220697836349,314.471174241323,-2.77220697836349,314.471174241323
"Gfod1",2.11525947192879,73.5897348711853,NA,NA
"Gfra2",3.14257542830861,44.2940596657252,NA,NA
"Gfra4",5.09413507325086,157.987996376478,NA,NA
"Gga2",2.56619685398615,52.5960407198976,NA,NA
"Gga3",2.03727837012113,67.9745249801473,NA,NA
"Ggt7",2.75666855330888,132.240877443479,NA,NA
"Ghitm",2.02508015745805,254.152900138871,-2.02508015745806,254.152900138871
"Glb1",2.05610227404749,42.6108170260578,NA,NA
"Glce",2.77762047454986,33.8589685384961,NA,NA
"Glg1",2.4130952760829,183.222991930298,-2.4130952760829,183.222991930298
"Glrx",3.0003257974081,126.064419592169,NA,NA
"Glrx2",2.46947853050022,131.669253966754,-2.46947853050022,131.669253966754
"Glrx3",2.91064762136748,68.6976539241229,NA,NA
"Glrx5",2.37207698027271,92.1239092410683,NA,NA
"Gls",3.44392108126143,273.885642671713,-3.44392108126143,273.885642671713
"Gls2",3.98780383819109,41.9211875497408,NA,NA
"Glt8d2",6.39464418450331,57.8868530103318,NA,NA
"Gm10754",7.53270808699049,44.8281143818297,NA,NA
"Gm11549",4.04072284547722,43.1965620808747,NA,NA
"Gm12669",2.22194209839043,121.535434839104,-2.22194209839043,121.535434839104
"Gm13308_loc1",3.04453627625325,45.038858538183,NA,NA
"Gm13308_loc4",2.52427946491991,26.1963297118607,NA,NA
"Gm13315",3.34764670496614,49.9042547200161,NA,NA
"Gm13498",2.28473876175305,109.862036153473,-2.28473876175305,109.862036153473
"Gm14057",3.30163230798805,53.3044442053425,NA,NA
"Gm14403",2.04784142097692,43.2700110795523,NA,NA
"Gm15800",3.20280603835165,217.961162222343,-3.20280603835165,217.961162222343
"Gm16039",2.32644015979726,81.5574687251964,NA,NA
"Gm16523",2.64929204448665,32.6551140061368,NA,NA
"Gm1673",3.69065365226138,151.638531866585,NA,NA
"Gm1821_loc1",2.39719311633401,146.70632593988,-2.39719311633401,146.70632593988
"Gm1821_loc2",2.95448601180338,95.1310993391819,NA,NA
"Gm1976",3.05636969235831,74.0214722538106,NA,NA
"Gm20754",4.1725679010099,73.6693148494368,NA,NA
"Gm20878_loc4",2.71692454286231,35.9777133028535,NA,NA
"Gm2115",3.40420301292816,51.7030706723794,NA,NA
"Gm21586_loc1",2.96168477722721,39.4516006233033,NA,NA
"Gm21949",2.64999360455129,193.905166789824,-2.64999360455129,193.905166789824
"Gm3086",3.89931889626683,69.42381901412,NA,NA
"Gm5124",4.46233807862211,105.739140547675,NA,NA
"Gm5506_loc1",2.34422774230182,221.64145057495,-2.34422774230182,221.64145057495
"Gm5506_loc2",2.99236066534545,140.154131137195,NA,NA
"Gm5512_loc1",2.4537261850946,27.9739900967991,NA,NA
"Gm5643_loc1",2.15224428192474,155.422210663613,-2.15224428192474,155.422210663613
"Gm608",2.05771166500098,72.6561883324927,NA,NA
"Gm6710_loc1",2.03869374188069,45.3097536025485,NA,NA
"Gm7120",2.55770246645736,57.8942034642349,NA,NA
"Gm8234",3.00760170376523,60.5371713774041,NA,NA
"Gm9866",5.81639190537171,91.0167905569258,NA,NA
"Gm996",3.15142641227334,112.094967666872,NA,NA
"Gmppb",2.14720981584009,45.3859407479913,NA,NA
"Gmpr",4.49748253642141,188.549703445801,NA,NA
"Gnal",4.18783756913718,88.1867081022764,NA,NA
"Gnao1",2.4796650944756,216.83156627305,-2.4796650944756,216.83156627305
"Gnaq",2.92897244067553,233.495550700776,-2.92897244067553,233.495550700776
"Gnas",2.88254940687099,217.781298940762,-2.88254940687099,217.781298940762
"Gnaz",3.97414093210644,129.193143480019,NA,NA
"Gnb1",2.5715154498779,214.210307715299,-2.5715154498779,214.210307715299
"Gnb5",4.16785135179867,264.192978180239,NA,NA
"Gne",2.22228699078915,42.2685880002271,NA,NA
"Gng12",-2.03299429622159,45.9671082693122,2.03299429622159,45.9671082693122
"Gng13",5.92658097627129,121.656273478243,NA,NA
"Gng2",4.39895942610144,130.121526193482,NA,NA
"Gng3",4.55016475122759,210.610442461013,NA,NA
"Gng4",4.08848340547427,16.5445522719224,NA,NA
"Gng5",-2.53510978884085,93.37182475865,2.53510978884085,93.37182475865
"Gnl1",3.83402743601511,185.606996282746,NA,NA
"Gnl3l",3.03752166995828,206.749775511681,-3.03752166995828,206.749775511681
"Golga7b",3.2667046494839,147.565115220104,NA,NA
"Golt1b",2.11862029795693,85.8456169242159,NA,NA
"Gon4l",2.08162277878644,116.44410268276,-2.08162277878644,116.44410268276
"Gopc",2.46192459904294,87.634893890107,NA,NA
"Gorasp2",2.04276103285658,126.048478807929,-2.04276103285658,126.048478807929
"Got1",3.75858736907437,315.959140475106,-3.75858736907437,315.959140475106
"Got2",3.02641647025668,212.574806021673,-3.02641647025668,212.574806021673
"Gp1bb",3.01664135865951,137.271922814079,-3.01664135865951,137.271922814079
"Gpatch4",2.25910931474212,74.9519064471122,NA,NA
"Gpc4",2.24230349543266,23.6518538945611,NA,NA
"Gpd1l",3.24309771237586,127.212752953476,NA,NA
"Gpd2",2.15691449172068,155.74053585407,-2.15691449172068,155.74053585407
"Gphn",2.08217200071725,139.532154673221,-2.08217200071725,139.532154673221
"Gpi1",2.12850654012974,263.164617425052,-2.12850654012974,263.164617425052
"Gpm6a",3.36255944814647,Inf,-3.36255944814647,Inf
"Gpn1",2.06055745214722,83.7808840006432,NA,NA
"Gpr12",3.91659688769867,56.5941830558144,NA,NA
"Gpr123",3.44631299101371,119.800920853339,NA,NA
"Gpr158",4.54230997279233,147.766142249856,NA,NA
"Gpr162",3.07701799565533,59.7175905798717,NA,NA
"Gpr22",5.42506986099201,253.436888577051,NA,NA
"Gpr26",2.40635374035722,44.3854600509966,NA,NA
"Gpr37",-2.5247493732224,80.882134263914,2.5247493732224,80.882134263914
"Gpr85",2.07538316162503,85.8288236647926,-2.07538316162503,85.8288236647926
"Gprasp1",3.78341243307138,283.160445599196,-3.78341243307138,283.160445599196
"Gprasp2",4.00796730399041,192.078077516894,NA,NA
"Gprin1",6.02604803011467,159.767370444826,NA,NA
"Gramd1a",2.23870817032558,101.707879324081,NA,NA
"Grasp",3.67931764796236,107.818733448765,NA,NA
"Grb14",-2.70543616350369,58.3587390603138,2.70543616350369,58.3587390603138
"Grem2",3.0242816315939,31.3485035970514,NA,NA
"Grhl1",4.03317975982151,94.8789471838938,NA,NA
"Gria1",5.14099917823027,245.90361780169,-5.14099917823027,245.90361780169
"Gria2",3.68721803604612,Inf,-3.68721803604612,Inf
"Gria3",4.03305988926416,247.229445703119,-4.03305988926416,247.229445703119
"Gria4",2.1322124882907,59.4783218066661,-2.1322124882907,59.4783218066661
"Grid1",3.5795619004211,55.5913522500555,NA,NA
"Grik1",2.79384594425046,23.7447376076791,NA,NA
"Grik2",2.12413059149345,57.1197066003001,NA,NA
"Grik5",2.35506347920333,123.675231348872,-2.35506347920333,123.675231348872
"Grin1",3.68363874307288,201.069555108214,NA,NA
"Grin2a",3.4468749612343,87.8821452587734,NA,NA
"Grin2b",4.20395123557373,Inf,-4.20395123557373,Inf
"Grin3a",3.40484878237247,75.6763277817199,NA,NA
"Grina",2.9074353162754,239.62190408459,-2.9074353162754,239.62190408459
"Grip1",4.18889421486143,73.0644393071952,NA,NA
"Gripap1",2.09518392465357,163.983200962009,-2.09518392465357,163.983200962009
"Grk6",2.82440318948892,114.95056922,NA,NA
"Grm1",3.47064150131784,62.2499331898381,NA,NA
"Grm2",2.92075451317233,28.8642529407004,NA,NA
"Grm5",5.36405586466989,303.846247688574,-5.36405586466989,303.846247688574
"Grm7",3.59956759222415,130.376895492132,NA,NA
"Grp",7.31797308092157,57.6779112062777,NA,NA
"Grsf1",2.58400324320287,108.323563220405,NA,NA
"Gse1",2.86169280730469,95.1419957146637,NA,NA
"Gsk3a",2.01649766185659,73.110057485615,-2.01649766185659,73.110057485615
"Gsk3b",2.73178014781178,241.352620154491,-2.73178014781178,241.352620154491
"Gsn",-2.77072132001137,85.0631883767358,2.77072132001137,85.0631883767358
"Gspt2",3.27454188169957,111.848845111971,NA,NA
"Gsta4",3.66002314436585,158.630743669975,NA,NA
"Gstm7",-2.28724455118567,64.279499856907,2.28724455118567,64.279499856907
"Gsto1",2.89704991277284,80.7566048341997,NA,NA
